n_I,n_II,n_III,n_IV,n_V,n_s,m_R,m_NR,n_c,n_v,dm_R,dm_NR,Time (s)
1.6751811508550785,613.1568387737763,4852.286284229787,66140.24841593647,1009251.8208144853,2004125.6792591955,2758181.997154989,327117.4749045652,314.65732857206183,0.052062794585664346,8678.821789403431,1.0292991078270897,286.0
1.6588725263489632,602.9289058246661,4717.933118811433,63265.5020352401,971434.6876977823,2036133.9869072149,2749366.7654068745,327115.5157305797,325.64013214171723,0.0565320923321461,8953.041567931405,1.0652193976811195,287.0
1.6405631989835634,592.113443865073,4582.003508627253,60678.618197664255,931965.685502516,2069236.7126038356,2740279.8001644057,327113.42265446903,336.51035963210114,0.06136046953987209,9221.325410459065,1.1007705549794287,288.0
1.6192730222595635,580.3707102777099,4441.878313163876,58272.77708145759,890988.5008558648,2103409.6929226657,2730930.593554128,327111.1860196582,347.0069921494249,0.06657482079568491,9476.520110380616,1.1350986875911262,289.0
1.5941459143754668,567.4147027384192,4295.472951042679,55960.35496653139,848661.2274347362,2138601.888878178,2721335.93952875,327108.7959950573,356.85464874742775,0.07220408665419355,9711.213808242834,1.1673029449701018,290.0
1.5644719465409072,553.0192399979628,4141.257311730987,53672.93148327065,805157.5502919528,2174734.3125798614,2711520.0853758664,327106.2425309309,365.77080748644755,0.07827945494347763,9917.948911436519,1.1964591446439634,291.0
1.5297015574183443,537.0209930100963,3978.2500345523376,51360.30837403305,760668.020273782,2211699.6721967864,2701514.674381484,327103.5152913109,373.47293365276596,0.08483458481639716,10089.426107472496,1.2216430946397827,292.0
1.4894528368289917,519.3199341609543,3805.99274100679,48988.80620308536,715401.1766579621,2249362.717009116,2691358.491915228,327100.6035646422,379.685387550806,0.09190585442974161,10218.694920409862,1.2419531943254374,293.0
1.4435132959818873,499.87781162832795,3624.510153340449,46539.109881547796,669584.2675569046,2287561.2664201986,2681097.02582957,327097.4961533796,384.1461786613475,0.09953263500837714,10299.331770927334,1.2565325319701561,294.0
1.3918375709040474,478.7152722365649,3434.2623601215982,44003.95259827576,623463.2939249687,2326107.9140965375,2670781.8546916028,327094.181245549,386.6136050231318,0.10775758924932201,10325.606010726868,1.2645906059343137,295.0
1.334542744275049,455.90825081919735,3236.094096672305,41385.8497502505,577302.1988843259,2364792.381490291,2660469.8771961615,327090.646267191,386.873075239113,0.11662699777400053,10292.641629719044,1.2654256420333707,296.0
1.2719018868053293,431.58388473569005,3031.1835910956215,38695.019602152235,531380.9859010878,2403384.590293068,2650222.37539956,327086.8777174096,384.7441340463834,0.12619110984386336,10196.57512853453,1.2584475752532005,297.0
1.20433658953061,405.9162343565876,2820.9931012586576,35947.58849713424,485992.69541994215,2441638.436492768,2640103.9243971026,327082.86098477244,380.0878043370215,0.13650451925777557,10034.713038456486,1.243202064679734,298.0
1.1324081665023187,379.12172019902613,2607.2205476695126,33164.0783166355,441439.1986692928,2479296.3078719447,2630181.145857194,327078.58014470217,372.8140945401766,0.14762656030809504,9805.68602369394,1.2193950470013373,299.0
1.0568070396613096,351.4541243889087,2391.7511690501356,30368.1436897582,398025.83219117025,2516094.3589198343,2620521.3089235458,327074.01773727307,362.8893812884293,0.15962172094304108,9509.593564484107,1.186916879321998,300.0
0.9783394271916329,323.19889592032143,2176.607581701968,27585.49887848113,356055.00726831873,2551768.4905915638,2611190.7976271412,327069.15452682105,350.34315860676134,0.17256006635160123,9148.128317656012,1.145864406797694,301.0
0.8979105269217976,294.6665206547354,1963.8966580457052,24842.96741502209,315818.97521354543,2586060.9470416224,2602253.4685520884,327063.96924198075,335.27355230953714,0.18651766645349357,8724.667644112731,1.096558988002161,302.0
0.8165034648693626,266.1847681380692,1755.7523446509724,22167.594992012513,277592.0092395349,2618727.371813375,2593768.9406191027,327058.4383024405,317.8508373767629,0.2015770189309445,8244.316297376212,1.0395579848556706,303.0
0.7351536654722604,238.0897663441489,1554.2743063039168,19585.79078356081,241622.32922162995,2649544.087486586,2585790.871617527,327052.5355335267,298.31826041435335,0.21782746045463586,7713.886346162552,0.9756574346446516,304.0
0.6549188735589495,210.71599030857604,1361.463473801155,17122.481276271214,208124.15798981098,2678315.2959293057,2578365.291771472,327046.2318753999,276.98943405039995,0.2353655579450486,7141.799429429744,0.9058835067548289,305.0
0.5768454448856153,184.38550027270318,1179.156680071994,14800.286858507905,177270.37082147333,2704879.8116848934,2571529.080874023,327039.495094047,254.2418728705606,0.25429547389607093,6537.90369662523,0.8314713373535302,306.0
0.5019322353586821,159.3967967108117,1008.9630874365612,12638.742897384529,149186.16605118904,2729116.957459991,2565308.670325933,327032.2894999548,230.50633023476556,0.2747293027333955,5913.1988751625695,0.7538301292090803,307.0
0.4310937506576448,136.01390444606338,852.2060779461364,10653.604888405422,123944.23791029632,2750951.190819115,2559719.0642647287,327024.57568203297,206.25204017265236,0.2967873783865998,5279.472792734329,0.6744948592101525,308.0
0.3651251011557439,114.4564199800773,709.8748362415093,8856.28641500424,101561.9065504018,2770355.042973624,2554763.2697894485,327016.310265062,181.96833270938353,0.32059855864920617,4648.860126707589,0.595066127477078,309.0
0.3046705421704146,94.89112985442789,582.5889141602315,7253.466775730409,82000.49363604053,2787350.0977273625,2550432.194382105,327007.44569286326,158.1435217685792,0.3463004975159686,4033.3432925155166,0.5171410910641681,310.0
0.2501987802206821,77.42599457954537,470.57950889758274,5846.911886791281,65167.194446513786,2802005.7626871183,2546705.062912921,326997.93004146434,135.24227162060166,0.3740399217522435,3444.221778560307,0.44223942874042216,311.0
0.20198673463106617,62.10701138098631,373.68967322578345,4633.532587460908,50919.485720570134,2814435.775291815,2543550.364631004,326987.70686112903,113.68319387441596,0.40397293490450104,2891.5892923168785,0.37173006873644426,312.0
0.160113667650294,48.918379240888555,291.3945116387848,3605.6895763299767,39071.917511122534,2824792.5552554755,2540927.302456794,326976.7150432993,93.81841798613098,0.4362653745638111,2383.8577973426377,0.30676438123664296,313.0
0.12446659076499444,37.78609192160261,222.840792465755,2751.734150862594,29404.942196449418,2833259.6918655788,2538787.676795442,326964.8887046961,75.91702951367006,0.4710932517144701,1927.3721898822143,0.2482220310572826,314.0
0.09475692227014766,28.584808090473384,166.90368991300602,2056.753034528584,21675.23910200652,2840043.031121224,2537078.094833469,326952.1570778568,60.154041933129534,0.5086432992599672,1526.1550210423688,0.19667493766988553,315.0
0.07054715179456082,21.147476892670397,122.25641404033135,1503.4621479753312,15626.80349877313,2845361.0017209854,2535742.354299212,326938.4443946181,46.60600165628895,0.5491136523208388,1181.8081236439111,0.15237293680960107,316.0
0.05128548272658442,15.276990780236266,87.44758110231716,1073.1836121121728,11002.040230294086,2849434.8512209076,2534723.8423149316,326923.66974838206,35.25385730086627,0.5927146743519027,893.5879263407406,0.11525320401584993,317.0
0.0363453484195012,10.758853982707908,60.97998327702454,746.827230437567,7552.040064678595,2852479.5245507746,2533967.7732053534,326907.746919752,25.992766533133747,0.6396699345683914,658.6483273141156,0.08497236743557886,318.0
0.025066288186128657,7.373785438536225,41.38447512319293,505.7997089536269,5045.322550011248,2854695.8295851746,2533423.1085774833,326890.5841547671,18.64777858064626,0.6902173286621002,472.42713179845464,0.0609578323341621,319.0
0.016792565596412207,4.909194673917869,27.283318696081007,332.77344491379904,3274.496715534659,2856264.391742445,2533044.0363220447,326872.0838844335,12.99360796258368,0.744610322952443,329.13381159929224,0.042472477119070956,320.0
0.010906307128469116,3.1686412761788345,17.438706568456716,212.26505326743342,2060.5229502639404,2857341.69671576,2532790.933714946,326852.14238113107,8.776241921748404,0.8031192977167383,222.28385971493393,0.02868533474178561,321.0
0.006852761974601842,1.9786661260098684,10.784057227741977,130.99717023627255,1254.5265087775463,2858058.285477991,2532630.797346639,326830.6493506585,5.733997126903092,0.8660329572817287,145.22097715491915,0.01874046004360548,322.0
0.004156396632789175,1.1927370626781004,6.437793075895734,78.04323655541168,737.3719864098736,2858518.935153738,2532537.179810776,326807.48746315506,3.6158704646046873,0.933659779137178,91.57326388991035,0.01181693541529689,323.0
0.0024277681094372018,0.6924128064648644,3.701298662882311,44.77897931594811,417.4189506985792,2858804.4693486816,2532489.7208454907,326782.5318293401,2.1955863701650675,1.00632947942848,55.60299913671497,0.007174792728925314,324.0
0.0013622205433794022,0.3861399528446156,2.044299703055272,24.682544433416904,227.01079612210413,2858974.719827521,2532473.391651744,326755.6494304279,1.2805066948978783,1.0843944832359835,32.42849132660795,0.00418412796691367,325.0
0.0007322864211888376,0.2063131682666665,1.0818113996937897,13.035446133150725,118.29109008624185,2859072.118455108,2532477.58250872,326726.6985105857,0.7154025146820305,1.1682314001536818,18.11740830902608,0.0023374110172823064,326.0
0.00037607920895453,0.10531327942766762,0.5469485165585278,6.577390322363229,58.89239062986981,2859125.4366418887,2532495.154671715,326695.5279396076,0.38179311153169765,1.258242516574675,9.668892050410621,0.0012473010213555347,327.0
0.0001839662847080433,0.05120461153164367,0.26340566167141294,3.1613238177287517,27.929473970126146,2859153.285497157,2532521.553728956,326661.9765516848,0.19404876914263053,1.3548573246958098,4.914326903282861,0.0006338835447555327,328.0
8.544265481918593e-05,0.02363859497089068,0.12044919249055644,1.4427411222209314,12.577018273634339,2859167.121939281,2532554.048504415,326625.8724635697,0.09363017995506795,1.4585341120303574,2.371234913074043,0.00030582039216745107,329.0
3.7551111890358984e-05,0.010326541852226725,0.05212153299384991,0.6230829184745937,5.359637481624678,2859173.6400505262,2532591.125866115,326587.03237304837,0.042744235549126174,1.5697616352191166,1.082536716336479,0.00013959713039043674,330.0
1.5560924850527268e-05,0.004253649470890819,0.02126755246645819,0.2537421625310835,2.153681947517683,2859176.5414596135,2532632.04292003,326545.26083665737,0.01839708988847033,1.6890608983904103,0.4659305934802005,6.007482516265975e-05,331.0
6.057525311303256e-06,0.0016459801796941194,0.008152430154253635,0.09707492607908645,0.8129778916831312,2859177.7573749,2532676.5181579967,326500.3495244186,0.007437269381211579,1.8169870512660344,0.1883619752101002,2.4282710524728367e-05,332.0
2.2068196230811397e-06,0.0005960841466556379,0.002924749526115106,0.034756742625325195,0.2871628043902637,2859178.2352526924,2532724.532928499,326452.07644879987,0.0028134244380221413,1.9541314170098085,0.07125629095719253,9.18448249724126e-06,333.0
7.498865230487426e-07,0.00020135189745481595,0.0009787318101850458,0.011606077743815741,0.0945500880044499,2859178.410650495,2532776.2126911734,326400.20516524644,0.0009925692854786557,2.1011236558212665,0.02513955875708214,3.239748184209553e-06,334.0
2.3741105810176953e-07,6.337006235749361e-05,0.0003051500128785768,0.0036089706032156788,0.028934579955663058,2859178.4704853254,2532831.761147655,326344.4839421415,0.00032621894744767476,2.258634067934877,0.008262577111836285,1.0645975405696001e-06,335.0
7.063122880942303e-08,1.874098690413522e-05,8.938926959213797e-05,0.001052324951847232,0.00824340288761909,2859178.4893378024,2532891.426567701,326284.6448987416,0.0001007383373488246,2.4273760390032564,0.0025515927099752267,3.2869372629550876e-07,336.0
2.0709009703689472e-08,5.4614078829607144e-06,2.578775794194157e-05,0.0002999922814691913,0.002234196100008848,2859178.49475823,2532955.486135379,326220.40311034577,3.065469004930465e-05,2.608108631320009,0.0007764696533616584,1.0000185345106869e-07,337.0
7.096940484178708e-09,1.8594587645586727e-06,8.678314019951588e-06,9.779963806799138e-05,0.0006368046728116058,2859178.496125879,2533024.239561761,326151.4556808558,1.0901616441640092e-05,2.8016393254445,0.0002761405869707938,3.5555780717152674e-08,338.0
3.805682530300505e-09,9.903452231142342e-07,4.56353704072165e-06,4.904515699563192e-05,0.00025210747054314243,2859178.4963693204,2533098.007072303,326077.4807828874,6.065767614255721e-06,3.0088269179400724,0.00015365183855034888,1.9779102226709305e-08,339.0
3.1876078084808115e-09,8.242554792535967e-07,3.7559119714041684e-06,3.924852254751767e-05,0.00017074267170133852,2859178.4963225145,2533177.12929793,325998.13665985555,5.2710543483263646e-06,3.2305845871093686,0.0001335251432246675,1.7183538957872243e-08,340.0
3.2009490255754918e-09,8.227348370090934e-07,3.712913671528534e-06,3.8430162366938074e-05,0.00015808404723988747,2859178.4962004414,2533261.967911344,325913.060612554,5.490835759008309e-06,3.46788310115787,0.00013909725400343368,1.789535087539254e-08,341.0
3.3544037092309703e-09,8.571408807871182e-07,3.832398408349133e-06,3.950157375826924e-05,0.0001594694517205798,2859178.4960524584,2533352.906505101,325821.868002729,5.96829634704782e-06,3.721754273995327,0.0001511980089767737,1.9446014645889845e-08,342.0
3.5423180012215584e-09,8.999069349488038e-07,3.986809333430646e-06,4.096487114644396e-05,0.00016350339247942983,2859178.495887914,2533450.3517463044,325724.15106299444,6.5365196048393304e-06,3.9932945239677746,0.00016559947892076817,2.129102299192911e-08,343.0
3.744599063749286e-09,9.457975330496494e-07,4.151962436159556e-06,4.253590158196472e-05,0.0001680478952669579,2859178.4957074896,2533554.734354618,325619.4779070475,7.1653386607209155e-06,4.283668687523942,0.00018153777687123654,2.3331738337311273e-08,344.0
3.9582737776870216e-09,9.940079109593553e-07,4.324002175977671e-06,4.41688059253306e-05,0.0001727544913265147,2859178.4955100864,2533666.5102367303,325507.39138943935,7.853410133234558e-06,4.594114029320633,0.0001989792224573018,2.5563430459805704e-08,345.0
4.183339136577931e-09,1.0444947292905803e-06,4.502520322235303e-06,4.585801017981018e-05,0.0001775727638609148,2859178.495294206,2533786.1616006256,325387.40798673505,8.604908407010232e-06,4.925944446753515,0.00021802997843523413,2.7999288425203248e-08,346.0
4.420298894407602e-09,1.0973420734610846e-06,4.687673771733051e-06,4.7604530468689916e-05,0.00018249998964582064,2859178.495058167,2533914.1980504235,325259.01669812633,9.425291229147218e-06,5.280554950295936,0.00023882879266296265,3.065660957285899e-08,347.0
4.66972691626355e-09,1.1526489197158389e-06,4.879673421126027e-06,4.9409970105449314e-05,0.00018753745161935716,2859178.4948001346,2534051.157727697,325121.6778994156,1.0320586641540566e-05,5.659426341933614,0.00026152894527424876,3.355446445803964e-08,348.0
4.932235014587601e-09,1.2105212961363478e-06,5.078750821775839e-06,5.1276142893134155e-05,0.00019268749870598258,2859178.494518116,2534197.6083524427,324974.8222970866,1.1297344578358592e-05,6.06413015715511,0.0002862970361120978,3.671352546781038e-08,349.0
5.208466230548471e-09,1.271070200251964e-06,5.2851478286279765e-06,5.320495350177923e-05,0.00019795288989735835,2859178.4942099415,2534354.1483996357,324817.84974644106,1.2362677745070058e-05,6.496333961511652,0.0003133140362854616,4.015618402261837e-08,350.0
5.499090015094373e-09,1.33441032381709e-06,5.499110257766355e-06,5.5198316907475606e-05,0.00020333610999947324,2859178.493873251,2534521.4080791236,324650.12826646975,1.352425708350111e-05,6.957806570263128,0.00034277519106499295,4.3906517968673475e-08,351.0
5.8048051714297496e-09,1.4006606620948952e-06,5.720891124119649e-06,5.725819933466893e-05,0.00020883971157941139,2859178.4935054835,2534700.050287142,324470.99308201484,1.479045729992184e-05,7.450424356611984,0.00037489372861881714,4.7990743682427754e-08,352.0
6.12634426586757e-09,1.469945308743224e-06,5.950751862707693e-06,5.938662696511087e-05,0.00021446626671105452,2859178.493103854,2534890.7715862193,324279.74563840503,1.6170244727348764e-05,7.976176693323296,0.0004098980413364711,5.243682847095417e-08,353.0
6.464467070766591e-09,1.5423920967316833e-06,6.188958247455984e-06,6.158564855988157e-05,0.00022021830630150645,2859178.4926653374,2535094.3030400365,324075.65275956056,1.767347198538111e-05,8.537172968606054,0.0004480391814507733,5.72754197019019e-08,354.0
6.819975914817505e-09,1.6181354885048505e-06,6.435789496230106e-06,6.385741725722887e-05,0.00022609852349768814,2859178.4921866492,2535311.4109357093,323857.94591940433,1.9310545660255563e-05,9.13564887618617,0.0004895824676384097,6.253873652113235e-08,355.0
7.193695293663033e-09,1.69731238723321e-06,6.691523694061518e-06,6.620405620953676e-05,0.00023210943908433653,2859178.4916642243,2535542.8974089967,323625.82060922385,2.109320130987336e-05,9.773973818308766,0.0005348271676486754,6.826304583183322e-08,356.0
7.58650647237839e-09,1.7800693788201212e-06,6.95646365599131e-06,6.86279028740323e-05,0.0002382539877480259,2859178.4910941916,2535789.6009071367,323378.4358674223,2.303339796537448e-05,10.45465830478014,0.0005840785103415221,7.448504206754667e-08,357.0
7.999309550817595e-09,1.8665548149291719e-06,7.230912054482202e-06,7.113120003509539e-05,0.0002445345762530594,2859178.4904723517,2536052.3964685034,323114.9139920227,2.5144948198660026e-05,11.180361754535951,0.0006376890613828814,8.1247077745439e-08,358.0
8.433048154780965e-09,1.9569211690045154e-06,7.515141758220372e-06,7.371614091436188e-05,0.0002509540039984151,2859178.4897941486,2536332.195795946,322834.34045906615,2.744171861293013e-05,11.953900740300947,0.0006960131442594757,8.859129129468579e-08,359.0
8.88870277120607e-09,2.051331875335694e-06,7.80969801080189e-06,7.638600563602688e-05,0.00025751454774406964,2859178.4890546403,2536629.9470886784,322535.7640815773,2.9940108972628536e-05,12.778258101944585,0.00075946977039068,9.656755924172434e-08,360.0
9.367367397326898e-09,2.1499289270456694e-06,8.112485180620736e-06,7.913440894024566e-05,0.00026422643042069887,2859178.488248471,2536946.634578225,322218.19746531703,3.265647284539689e-05,13.656591229887052,0.0008284772888232485,1.0522509815818859e-07,361.0
9.869995880983024e-09,2.2529592762025725e-06,8.430279761728854e-06,8.198767634838553e-05,0.0002710723787105157,2859178.487369825,2537283.2777491817,321880.6177770634,3.56088992174609e-05,14.592242957343583,0.0009034986452351947,1.1461814478477503e-07,362.0
1.0397773402608634e-08,2.360510376411136e-06,8.756284333473431e-06,8.492098356117065e-05,0.00027807828511545925,2859178.4864124167,2537640.9301752537,321521.96789984166,3.881722557946979e-05,15.588750279384993,0.0009850418042630837,1.2480590756723196e-07,363.0
1.0951955614765684e-08,2.472826677939824e-06,9.094295127689302e-06,8.795145538890832e-05,0.0002852350228850737,2859178.4853694197,2538020.677949723,321141.15799073636,4.2303272260160365e-05,16.64985604190198,0.0010736657974122392,1.3585321840425295e-07,364.0
1.1534537554435034e-08,2.5902329863806467e-06,9.43560642033084e-06,9.107650970691088e-05,0.00029255307750304053,2859178.484233451,2538423.637627586,320737.0675279976,4.608954474468492e-05,17.779519638446157,0.001169947898274025,1.4782625425110674e-07,365.0
1.2144072452671597e-08,2.7124820649873084e-06,9.807434214091902e-06,9.43109260324642e-05,0.00030001566282662794,2859178.4829964954,2538850.953643171,320308.5478815548,5.0200004860492265e-05,18.981928842182388,0.0012745033021295262,1.607949066051127e-07,366.0
1.2784763684812257e-08,2.8402376444101474e-06,1.0182152522881193e-05,9.76412313905589e-05,0.0003076491627024299,2859178.4816499026,2539303.795114543,319854.42549620895,5.466239770778038e-05,20.261512152694085,0.001388044339494272,1.748400981506738e-07,367.0
1.3456929950926766e-08,2.973550363334958e-06,1.0570046114348013e-05,0.00010107765439246583,0.00031544735463568936,2859178.4801842906,2539783.3519544313,319373.5057678675,5.950516900615257e-05,21.622951592483638,0.0015113023759706112,1.9004374436804397e-07,368.0
1.4162056789942711e-08,3.1126506730703846e-06,1.097132805540234e-05,0.00010462265236193352,0.0003234137139809801,2859178.478589508,2540290.8304153825,318864.5774843761,6.475934543383894e-05,23.071196656281383,0.0016450757138928335,2.0649461319925817e-07,369.0
1.490164328985075e-08,3.2577638535912722e-06,1.138652411390526e-05,0.00010827964188693436,0.00033155103923902004,2859178.4768545725,2540827.447607633,318326.4182938914,7.045836295626481e-05,24.611478009833554,0.0017902254251277853,2.2428758318718777e-07,370.0
1.5677286084146666e-08,3.4091451149492305e-06,1.1815879988472337e-05,0.00011205144005097691,0.00033986279667203267,2859178.4749676064,2541394.4253001795,317757.8008880825,7.663828296996664e-05,26.249323150861766,0.0019476810510445093,2.435241226037518e-07,371.0
1.6490567498184866e-08,3.5670256394548654e-06,1.2259978997458893e-05,0.0001159412319388986,0.0003483521365925051,2859178.4729157602,2541992.9826746807,317157.5002330805,8.333789360817822e-05,27.99057148699346,0.002118443407428782,2.643123801146022e-07,372.0
1.734320435442736e-08,3.731671125163326e-06,1.2719175015235192e-05,0.0001199524010625336,0.00035702226639471014,2859178.470685145,2542624.3282833705,316524.3015946234,9.059901535913607e-05,29.841391206045376,0.0023035926057065814,2.8676790061711107e-07,373.0
1.8236932626290038e-08,3.90333223075513e-06,1.3194140511981862e-05,0.00012408821614419332,0.0003658764011970588,2859178.468260743,2543289.6505326875,315857.01003710047,9.846667546659274e-05,31.808296515035057,0.002504292766365462,3.11013897011715e-07,374.0
1.917364332931996e-08,4.082310687100243e-06,1.3684991690987598e-05,0.00012835225130613224,0.0003749179653460772,2859178.4656263287,2543990.1076796926,315154.4604092802,0.00010698934004607982,33.89816541594845,0.002721798227044059,3.371816773176728e-07,375.0
2.0155210385618808e-08,4.268871227113111e-06,1.4192509106467394e-05,0.00013274792073363623,0.0003841502066051039,2859178.462764369,2544726.8156356746,314415.5295208213,0.0001162191773127706,36.11825948594337,0.002957460569989246,3.654111417526899e-07,376.0
2.1183641470130445e-08,4.463318671287114e-06,1.4717029454949938e-05,0.00013727889675020205,0.0003935765861213705,2859178.4596559186,2545500.8347602827,313639.1493288923,0.00012621229711630758,38.4762430270979,0.003212735076665738,3.9585117502404114e-07,377.0
2.2260996442594758e-08,4.665952890132153e-06,1.5259110487150364e-05,0.00014194885781874998,0.00040320053952951984,2859178.4562805207,2546313.156411383,312824.320366892,0.00013702907982376456,40.980204385924594,0.003489189487661973,4.2866028766369744e-07,378.0
2.33894345543409e-08,4.877087963019006e-06,1.5819420346055363e-05,0.0001467615124432516,0.0004130254619445507,2859178.452616086,2547164.687050445,311970.12761710124,0.00014873444716999063,43.63867779527254,0.003788511315793701,4.640070446468098e-07,379.0
2.4571196219699335e-08,5.097048552989938e-06,1.6398566030617567e-05,0.00015172067218366592,0.000423054793946637,2859178.4486387717,2548056.231325283,311075.7574049445,0.0001613982029240834,46.460666251497805,0.0041125169668541324,5.020706821840617e-07,380.0
2.5808631901131487e-08,5.326187119787937e-06,1.6996769003427026e-05,0.0001568304740553187,0.0004332923211757923,2859178.4443228403,2548988.473660179,310140.51578457654,0.00017509537935606414,49.45566566587228,0.0044631610376976395,5.430417126498582e-07,381.0
2.7104162278042712e-08,5.564852704851949e-06,1.7614442797586088e-05,0.00016209505077408804,0.0004437418146040358,2859178.439640524,2549961.9587259977,309163.84804349416,0.00018990661903818255,52.63368999570122,0.0048425465425763585,5.871226111077441e-07,382.0
2.846030612338858e-08,5.813392185888156e-06,1.825306667541584e-05,0.0001675180913137596,0.0004544062921938361,2859178.4345618645,2550977.070712303,308145.35940385883,0.00020591856076658676,56.00529765431691,0.005252935269496409,6.345284891534522e-07,383.0
2.987960024158754e-08,6.072089148746524e-06,1.8916394282985587e-05,0.00017310224782786528,0.0004652874014243726,2859178.4290545527,2552034.0114839035,307084.8368381578,0.0002232242733134233,59.58161913749061,0.00569675937684635,6.854878954876894e-07,384.0
3.136506812369286e-08,6.341650364507193e-06,1.9593653380416164e-05,0.00017885741253890217,0.0004763956527996918,2859178.423083749,2553132.777789164,305982.2718317854,0.0002419236628281244,63.374385956420326,0.006176632332892984,7.402435196201636e-07,385.0
3.29191989629466e-08,6.62212159972361e-06,2.029634091012288e-05,0.00018478312406949968,0.00048773053032868794,2859178.4166118936,2554273.1377463643,304837.88386620773,0.00026212408215726675,67.39596092339929,0.006695365018107276,7.990535051519318e-07,386.0
3.454517771338913e-08,6.914127807100805e-06,2.102011074966483e-05,0.0001908857836517928,0.0004992959702840254,2859178.4095985084,2555454.606917589,303652.1443131741,0.0002839407706179693,71.6593698501386,0.007255977503674201,8.621922385608148e-07,387.0
3.6245878917302695e-08,7.217866465548754e-06,2.1776655123458672e-05,0.000197164850206689,0.0005110898079122656,2859178.401999977,2556676.4242760297,302425.8004340235,0.0003074972347959507,76.17833471928678,0.00786170930732878,9.299509736441425e-07,388.0
3.802473812099147e-08,7.534174767024796e-06,2.254195692577528e-05,0.00020363724873580808,0.000523132378520502,2859178.3937693066,2557937.52846832,301159.89908241754,0.00033292615673081164,80.96730839132924,0.00851604310510469,1.0026400776294837e-06,389.0
3.988484264198745e-08,7.863088343030153e-06,2.3345439373580702e-05,0.00021029402805563255,0.000535409858972492,2859178.3848558925,2559236.5348479063,299855.809634409,0.0003603700180350395,86.04151091218095,0.00922272116219072,1.0805904352586335e-06,390.0
4.182977485163843e-08,8.20536017847558e-06,2.4168758207025196e-05,0.00021714877895836283,0.0005479360676287351,2859178.375205244,2560571.7138353493,298515.2455899007,0.00038998117863333134,91.41696748879797,0.009985747749366789,1.1641532731516784e-06,391.0
4.3863072877307596e-08,8.561397180386548e-06,2.5017290728360888e-05,0.00022420515071674637,0.0005607154235687163,2859178.3647587,2561940.9712352296,297140.2842157468,0.00042192344137026086,97.11054820292827,0.010809429511710366,1.253704512860453e-06,392.0
4.598847702991187e-08,8.931666424258117e-06,2.5898879360040383e-05,0.00023146398415121276,0.0005737427864632268,2859178.3534531384,2563341.8312106384,295733.3835294324,0.000456372459779925,103.14000953563016,0.011698386167663765,1.3496457168036701e-06,393.0
4.820978402677064e-08,9.316752653148463e-06,2.6800652987984953e-05,0.00023893949438927097,0.0005870444300018838,2859178.341220624,2564771.422623032,294297.39591549145,0.0004935156452692581,109.52403777789277,0.012657548236039587,1.4524036924629608e-06,394.0
5.053119627372106e-08,9.717185039661552e-06,2.7738335547991412e-05,0.00024662687477575076,0.0006005949454209379,2859178.3279881175,2566226.4695576704,292835.57755438227,0.0005335560055541677,116.28229436078854,0.013692255444445647,1.5624418104406391e-06,395.0
5.295664126794099e-08,1.0133506404780864e-05,2.8700868372129296e-05,0.00025453954149882025,0.0006144228729887908,2859178.3136770413,2567703.287021515,291351.59267665807,0.0005767074248929804,123.43546343749225,0.014808135505474192,1.68024626751024e-06,396.0
5.54907151547932e-08,1.0566336115114679e-05,2.9695171892193336e-05,0.0002626801432489871,0.0006285229829968486,2859178.2982029356,2569197.783427503,289849.5110288931,0.0006232035806701023,131.00530127498325,0.0160113325808171,1.806352531286845e-06,397.0
5.813779248712514e-08,1.1016238735806314e-05,3.072277281433636e-05,0.0002710531786395284,0.0006428972170828408,2859178.281475025,2570705.4685112443,288333.79990520095,0.0006732916569595571,139.0146876257302,0.017308345444489302,1.9413274189561813e-06,398.0
6.090248717813344e-08,1.148384983611517e-05,3.177897897202952e-05,0.0002796687730054025,0.0006575591229017057,2859178.263395769,2572221.4695815397,286809.30784038483,0.0007272340530634335,147.4876816323555,0.018706070447005646,2.085774953970811e-06,399.0
